recipe_external_id,ingredient_name_norm,quantity,unit_code,base_quantity,note
XU5Jv4e7DKw,노두유,1,tbsp,15,
XU5Jv4e7DKw,달걀,1,piece,1,
XU5Jv4e7DKw,밥 공기,1,,,
bLprteo75gY,바지락,100,g,100,
bLprteo75gY,라면 봉지,1,,,
bLprteo75gY,달걀,1,piece,1,
bLprteo75gY,대파,,cup,,
bLprteo75gY,건미역,1,tbsp,15,
bLprteo75gY,청양고추,2,piece,2,
bLprteo75gY,물 과,3,,,
bLprteo75gY,멸치액젓,1,,,
bLprteo75gY,굵은고춧가루,1,,,
bLprteo75gY,된장,1,,,
wfm951HEpGU,부추전,,,,
wfm951HEpGU,부추,200,g,200,
wfm951HEpGU,당근,1,,,
wfm951HEpGU,청양고추,4,piece,4,
wfm951HEpGU,부침가루 과,1,,,
wfm951HEpGU,물 과,1,,,
wfm951HEpGU,멸치액젓,1,tbsp,15,
wfm951HEpGU,건새우,1,,,
wfm951HEpGU,식용유,3,tbsp,45,
wfm951HEpGU,간마늘,1,tbsp,15,
wfm951HEpGU,초간장,,,,
wfm951HEpGU,진간장,1,tbsp,15,
wfm951HEpGU,식초,1,tbsp,15,
wfm951HEpGU,황설탕,1,,,
8l9H8FlhiOo,홍합탕,,,,
8l9H8FlhiOo,홍합,500,g,500,
8l9H8FlhiOo,청양고추,3,piece,3,
8l9H8FlhiOo,대파,1,,,
8l9H8FlhiOo,식초,1,,,
8l9H8FlhiOo,맛소금,,,,적당량
8l9H8FlhiOo,홍합와인탕,,,,
8l9H8FlhiOo,완숙 토마토,2,piece,2,
8l9H8FlhiOo,양파,1,,,
8l9H8FlhiOo,마늘 알,5,,,
8l9H8FlhiOo,식용유,1,,,
8l9H8FlhiOo,화이트 와인,4,,,
8l9H8FlhiOo,버터,1,,,
JV5pUbCiy1s,시금치,300,g,300,
JV5pUbCiy1s,베이컨,90,g,90,
JV5pUbCiy1s,마늘,3,piece,3,
JV5pUbCiy1s,식용유,3,tbsp,45,
JV5pUbCiy1s,맛소금,,,,적당량
pTvMsM2v1tg,토마토,250,g,250,
pTvMsM2v1tg,달걀,4,piece,4,
pTvMsM2v1tg,식용유,1,,,
pTvMsM2v1tg,대파,1,,,
pTvMsM2v1tg,진간장,1,tbsp,15,
pTvMsM2v1tg,굴소스,1,tbsp,15,
pTvMsM2v1tg,꽃소금,,,,적당량
pTvMsM2v1tg,후춧가루,,,,적당량
pTvMsM2v1tg,참기름,1,,,
wDVYtePSF_Q,홍합,300,g,300,
wDVYtePSF_Q,라면 봉지,1,,,
wDVYtePSF_Q,달걀,1,piece,1,
wDVYtePSF_Q,된장,1,,,
wDVYtePSF_Q,대파,1,,,
wDVYtePSF_Q,청양고추,2,piece,2,
TKFpBXl2w-A,도시락까지 없는 게 없죠,,,,
FQPtD59Imqo,기본버전,,,,
FQPtD59Imqo,마요네즈,2,,,
FQPtD59Imqo,설탕,1,tbsp,15,
FQPtD59Imqo,식초,2,tbsp,30,
FQPtD59Imqo,청양고추,3,piece,3,
FQPtD59Imqo,진간장,1,tbsp,15,
FQPtD59Imqo,쪽파,,,,적당량
FQPtD59Imqo,간장버전,,,,
FQPtD59Imqo,고추냉이버전,,,,
FQPtD59Imqo,고추냉이,1,,,
lqCzPHUu-3E,라면,1,piece,1,
lqCzPHUu-3E,초고추장,,,,적당량
lqCzPHUu-3E,설탕,,,,적당량
Xhv99PA2OEI,알새우칩 과자 봉지,1,,,
Xhv99PA2OEI,후레쉬콘 샐러드,,,,적당량
Xhv99PA2OEI,크래미아 마카로니샐러드,,,,적당량
Xhv99PA2OEI,파슬리가루,,,,적당량
sw2YbfPbHk0,닭갈비 도시락,1,piece,1,
sw2YbfPbHk0,식용유,2,tbsp,30,
sw2YbfPbHk0,모차렐라치즈 봉,1,,,
sw2YbfPbHk0,김가루,,,,적당량
sw2YbfPbHk0,돼지고기 덮밥 도시락,1,piece,1,
b0VqL4-dSPM,양배추,1,,,
b0VqL4-dSPM,슬라이스 햄,50,g,50,
b0VqL4-dSPM,당근,50,g,50,
b0VqL4-dSPM,식초,1,tbsp,15,
b0VqL4-dSPM,설탕,1,tbsp,15,
b0VqL4-dSPM,마요네즈,5,tbsp,75,
b0VqL4-dSPM,꽃소금,1,tbsp,15,
b0VqL4-dSPM,생크림,2,,,
b0VqL4-dSPM,후춧가루,,,,적당량
IGikNAE92Ls,간장불고기 김밥,,,,
IGikNAE92Ls,식용유,2,tbsp,30,
IGikNAE92Ls,땡초크랩마요 김밥,,,,
iNh_bXmYfgw,소스,,,,
iNh_bXmYfgw,진간장,2,tbsp,30,
iNh_bXmYfgw,황설탕,2,tbsp,30,
iNh_bXmYfgw,케찹,4,tbsp,60,
iNh_bXmYfgw,식초,1,tbsp,15,
iNh_bXmYfgw,간생강,1,,,
iNh_bXmYfgw,비엔나소시지,250,g,250,
iNh_bXmYfgw,식용유,3,tbsp,45,
iNh_bXmYfgw,마늘,10,piece,10,
iNh_bXmYfgw,양파,1,,,
iNh_bXmYfgw,양송이,2,piece,2,
iNh_bXmYfgw,파프리카,1,,,
iNh_bXmYfgw,당근,1,,,
iNh_bXmYfgw,후춧가루,,,,적당량
iNh_bXmYfgw,깨소금,,,,적당량
sRQxVQ5-NNA,무절임,,,,
sRQxVQ5-NNA,꽃소금,2,,,
sRQxVQ5-NNA,설탕,2,,,
sRQxVQ5-NNA,밀가루풀,,,,
sRQxVQ5-NNA,밀가루,3,tbsp,45,
sRQxVQ5-NNA,깍두기양념,,,,
sRQxVQ5-NNA,대파,2,cup,400,
sRQxVQ5-NNA,멸치액젓,,cup,,
sRQxVQ5-NNA,꽃소금,,cup,,
sRQxVQ5-NNA,새우젓,2,,,
sRQxVQ5-NNA,간마늘,1,cup,200,
sRQxVQ5-NNA,간생강,,cup,,
sRQxVQ5-NNA,설탕,1,cup,200,
sRQxVQ5-NNA,고운고춧가루 과,1,,,
sRQxVQ5-NNA,굵은고춧가루 과,1,,,
j7s9VRsrm9o,삼겹살,300,g,300,
j7s9VRsrm9o,통마늘 알,8,,,
j7s9VRsrm9o,청양고추,3,piece,3,
j7s9VRsrm9o,대파 대,2,,,
j7s9VRsrm9o,진간장,3,tbsp,45,
j7s9VRsrm9o,설탕,1.5,tbsp,22.5,
j7s9VRsrm9o,굵은 고춧가루,1,tbsp,15,
j7s9VRsrm9o,고운 고춧가루,1,tbsp,15,
j7s9VRsrm9o,참기름,1,,,
j7s9VRsrm9o,맛소금,,,,적당량
j7s9VRsrm9o,후춧가루,,,,적당량
j7s9VRsrm9o,깨소금,,,,적당량
j7s9VRsrm9o,쌈 재료,,,,
j7s9VRsrm9o,쌈 채소,,,,적당량
j7s9VRsrm9o,쌈장,,,,적당량
lH360TWUjSU,소 불고기용,400,g,400,
lH360TWUjSU,대파 대,6,,,
lH360TWUjSU,식용유,1,,,
lH360TWUjSU,참기름,1,,,
lH360TWUjSU,당면,100,g,100,
lH360TWUjSU,다시마 장,10,,,
lH360TWUjSU,간 마늘,2,tbsp,30,
lH360TWUjSU,국간장,4,tbsp,60,
lH360TWUjSU,후춧가루,,,,적당량
lH360TWUjSU,꽃소금,1,tbsp,15,
lH360TWUjSU,멸치 액젓,3,tbsp,45,
lH360TWUjSU,매운 양념 재료,,,,
lH360TWUjSU,굵은 고춧가루,2.5,tbsp,37.5,
lH360TWUjSU,고운 고춧가루,1,tbsp,15,
lH360TWUjSU,국간장,2,tbsp,30,
lH360TWUjSU,간 마늘,1,tbsp,15,
lH360TWUjSU,청양고추,3,piece,3,
4WEhZLQ37Fk,감자,2,piece,2,
4WEhZLQ37Fk,소시지,1,,,
4WEhZLQ37Fk,달걀,3,piece,3,
4WEhZLQ37Fk,식용유,1,,,
4WEhZLQ37Fk,꽃소금,2,,,
4WEhZLQ37Fk,후춧가루,,,,적당량
4WEhZLQ37Fk,파슬리가루,,,,적당량
4WEhZLQ37Fk,케첩,,,,적당량
XKohdaL45K8,밥 공기,1,,,
XKohdaL45K8,우목심,1,,,
XKohdaL45K8,대파,1,,,
XKohdaL45K8,깍두기,1,cup,200,
XKohdaL45K8,김치국물,1,,,
XKohdaL45K8,고추장,2,,,
XKohdaL45K8,참기름,1,,,
XKohdaL45K8,진간장,1,tbsp,15,
XKohdaL45K8,황설탕,1,,,
XKohdaL45K8,식용유,3,tbsp,45,
XKohdaL45K8,식용유,,,,적당량
XKohdaL45K8,달걀,1,piece,1,
XKohdaL45K8,맛소금,,,,적당량
XKohdaL45K8,깨소금,,,,적당량
xNUvkgONOOM,장아찌소스,,,,
xNUvkgONOOM,진간장,2,cup,400,
xNUvkgONOOM,식초 과,1,,,
xNUvkgONOOM,설탕 과,1,,,
xNUvkgONOOM,방울토마토 장아찌,,,,
xNUvkgONOOM,방울토마토,,,,
xNUvkgONOOM,시금치 장아찌,,,,
xNUvkgONOOM,시금치,,,,
xNUvkgONOOM,오이장아찌,,,,
xNUvkgONOOM,오이,,,,
__EQyG0qFuE,중면,100,g,100,
__EQyG0qFuE,장아찌소스,1,,,
__EQyG0qFuE,김치,1,,,
__EQyG0qFuE,불린미역,1,,,
__EQyG0qFuE,단무지,1,,,
__EQyG0qFuE,청양고추,1,piece,1,
__EQyG0qFuE,대파,,,,적당량
__EQyG0qFuE,깨소금,,,,적당량
6AmBDFIJRE8,순대,400,g,400,
6AmBDFIJRE8,양파,1,,,
6AmBDFIJRE8,대파 대,1,,,
6AmBDFIJRE8,새송이,1,,,
6AmBDFIJRE8,당근,1,,,
6AmBDFIJRE8,통마늘 알,10,,,
6AmBDFIJRE8,양배추,1,,,
6AmBDFIJRE8,깻잎 장,10,,,
6AmBDFIJRE8,청양고추,3,piece,3,
6AmBDFIJRE8,들기름,1,,,
6AmBDFIJRE8,식용유,1,,,
6AmBDFIJRE8,설탕,1,,,
6AmBDFIJRE8,소금,1,,,
6AmBDFIJRE8,들깻가루 과,1,,,
6AmBDFIJRE8,불린 당면,50,g,50,
6AmBDFIJRE8,후춧가루,,,,적당량
6AmBDFIJRE8,깨소금,,,,적당량
6AmBDFIJRE8,소스 재료,,,,
6AmBDFIJRE8,초고추장,4,tbsp,60,
6AmBDFIJRE8,간 마늘,1,tbsp,15,
6AmBDFIJRE8,들기름,1,tbsp,15,
6AmBDFIJRE8,된장,2,,,
NvoCWyO0Vfg,김 장,5,,,
NvoCWyO0Vfg,진간장,2,tbsp,30,
NvoCWyO0Vfg,황설탕,2,tbsp,30,
NvoCWyO0Vfg,진라면,1,piece,1,
NvoCWyO0Vfg,깨소금,1,tbsp,15,
NvoCWyO0Vfg,들기름,3,tbsp,45,
NvoCWyO0Vfg,대파,1,,,
NvoCWyO0Vfg,청양고추,2,piece,2,
rgKIUQgzhbs,모닝빵,,,,
rgKIUQgzhbs,핫도그빵,,,,
rgKIUQgzhbs,달걀,3,piece,3,
rgKIUQgzhbs,카레가루,4,tbsp,60,
rgKIUQgzhbs,스틱버터,1,,,
rgKIUQgzhbs,양파,1,piece,1,
rgKIUQgzhbs,양배추,,,,적당량
rgKIUQgzhbs,식용유,,,,적당량
7S9VN54ldnU,다진 돼지고기,2,cup,400,
7S9VN54ldnU,대파 대,1,,,
7S9VN54ldnU,양파,2,piece,2,
7S9VN54ldnU,춘장,1,piece,1,
7S9VN54ldnU,식용유,4,,,
7S9VN54ldnU,간생강,1,,,
7S9VN54ldnU,설탕,3,,,
7S9VN54ldnU,굴 소스,1,,,
7S9VN54ldnU,진간장,1,,,
7S9VN54ldnU,어묵 장,2,,,
7S9VN54ldnU,대파,1,,,
7S9VN54ldnU,물 과,1,,,
7S9VN54ldnU,만능짜장소스,1,,,
7S9VN54ldnU,고추장,2,,,
7S9VN54ldnU,설탕,1,tbsp,15,
7S9VN54ldnU,삶은 달걀,,,,
#NAME?,고구마생채 비빔밥,,,,
#NAME?,고구마,1,piece,1,
#NAME?,대파,1,,,
#NAME?,멸치액젓,2,tbsp,30,
#NAME?,간마늘 과,1,,,
#NAME?,고운고춧가루,2,tbsp,30,
#NAME?,굵은고춧가루,2,tbsp,30,
#NAME?,설탕,3,tbsp,45,
#NAME?,식초,1,,,
#NAME?,꽃소금,1,g,1,
#NAME?,깨소금,1,tbsp,15,
#NAME?,참기름,2,tbsp,30,
#NAME?,밥 공기,1,,,
#NAME?,물고추장,,,,
#NAME?,고추장,3,tbsp,45,
#NAME?,물 과,1,,,
_O4tvQtZDiU,달걀,2,piece,2,
_O4tvQtZDiU,대파,1,,,
_O4tvQtZDiU,만능짜장소스,2,tbsp,30,
_O4tvQtZDiU,식용유,2,tbsp,30,
_O4tvQtZDiU,밥 공기,1,,,
aXJgN_JjYDg,고구마,2,piece,2,
aXJgN_JjYDg,식용유,1,,,
aXJgN_JjYDg,설탕,1,,,
aXJgN_JjYDg,튀김용 식용유,,,,적당량
AlK2Gl6kHZI,소스,,,,
AlK2Gl6kHZI,밀가루,1,tbsp,15,
AlK2Gl6kHZI,식용유,2,tbsp,30,
AlK2Gl6kHZI,케첩,2,tbsp,30,
AlK2Gl6kHZI,간장,2,tbsp,30,
AlK2Gl6kHZI,황설탕,1.5,tbsp,22.5,
AlK2Gl6kHZI,식초,1,tbsp,15,
AlK2Gl6kHZI,양파,1,,,
AlK2Gl6kHZI,당근,,cup,,
AlK2Gl6kHZI,밥 공기,1,,,
AlK2Gl6kHZI,간장,1,tbsp,15,
AlK2Gl6kHZI,미림,2,tbsp,30,
AlK2Gl6kHZI,후추,,,,
AlK2Gl6kHZI,달걀옷,,,,
AlK2Gl6kHZI,달걀,3,piece,3,
AlK2Gl6kHZI,식용유,,,,적당량
kj2ZupQ7fts,달걀,2,piece,2,
kj2ZupQ7fts,통조림 햄 약,1,,,
kj2ZupQ7fts,신 김치,1,,,
kj2ZupQ7fts,식용유,3,tbsp,45,
kj2ZupQ7fts,밥 공기,1,,,
kj2ZupQ7fts,황설탕,1,,,
kj2ZupQ7fts,진간장 약,1,,,
kj2ZupQ7fts,쪽파,,,,약간
kj2ZupQ7fts,마요네즈,,,,적당량
9OYciHKmgus,튀긴 두부 버전,,,,
9OYciHKmgus,두부반모,1,,,
9OYciHKmgus,올리브오일,3,tbsp,45,
9OYciHKmgus,장아찌소스,3,tbsp,45,
9OYciHKmgus,양상추,1,,,
9OYciHKmgus,치커리 줄,3,,,
9OYciHKmgus,어린잎채소,,,,적당량
9OYciHKmgus,방울토마토,4,piece,4,
9OYciHKmgus,블랙올리브,3,piece,3,
9OYciHKmgus,후춧가루,,,,적당량
9OYciHKmgus,감자전분,,,,적당량
9OYciHKmgus,식용유,,,,적당량
9OYciHKmgus,으깬 두부 버전,,,,
jBdQ65yHB_U,칵테일새우  사이즈,26,,,
jBdQ65yHB_U,마리,30,,,
jBdQ65yHB_U,통마늘,15,piece,15,
jBdQ65yHB_U,양송이버섯,4,piece,4,
jBdQ65yHB_U,방울토마토,6,piece,6,
jBdQ65yHB_U,베트남 고추,5,piece,5,
jBdQ65yHB_U,올리브유,1,cup,200,
jBdQ65yHB_U,맛소금 약,1,,,
jBdQ65yHB_U,후춧가루,,,,약간
jBdQ65yHB_U,파슬리가루,,,,약간
jBdQ65yHB_U,바게트 or 식빵,,,,적당량
T7YJviWhquo,달걀,6,piece,6,
T7YJviWhquo,당근,1,,,
T7YJviWhquo,대파,1,,,
T7YJviWhquo,꽃소금,1,,,
T7YJviWhquo,황설탕,,,,약간
T7YJviWhquo,식용유,3,tbsp,45,
1smKGJS_9p0,달걀,6,piece,6,
1smKGJS_9p0,해물육교자,5,piece,5,
1smKGJS_9p0,꽃소금,,,,약간
1smKGJS_9p0,황설탕,,,,약간
1smKGJS_9p0,식용유,3,tbsp,45,
FN02e4DYvpA,열무,300,g,300,
FN02e4DYvpA,식용유,1,,,
FN02e4DYvpA,대파 약,4,,,
FN02e4DYvpA,양파 약,1,,,
FN02e4DYvpA,간 마늘 약,2,tbsp,30,
FN02e4DYvpA,간 돼지고기 약,1,cup,200,
FN02e4DYvpA,황설탕,5,,,
FN02e4DYvpA,진간장 약과,1,,,
FN02e4DYvpA,재래식 된장 약와,2,,,
FN02e4DYvpA,고추장 약,3,,,
FN02e4DYvpA,홍고추 약과,1,,,
FN02e4DYvpA,청양고추 약,2,piece,2,
FN02e4DYvpA,굵은 고춧가루,1,tbsp,15,
FN02e4DYvpA,고운 고춧가루,1,,,
FN02e4DYvpA,참기름,2,tbsp,30,
FN02e4DYvpA,간 깨,2,,,
FN02e4DYvpA,밥 공기,2,,,
du9q1BldDHU,닭다리살,100,g,100,
du9q1BldDHU,달걀,1,piece,1,
du9q1BldDHU,양파 약,1,,,
du9q1BldDHU,대파,1,,,
du9q1BldDHU,진간장,3,tbsp,45,
du9q1BldDHU,황설탕 과,1,,,
du9q1BldDHU,맛술,1,tbsp,15,
du9q1BldDHU,밥 공기,1,,,
du9q1BldDHU,훈연멸치가루,,,,적당량
du9q1BldDHU,식용유,,,,적당량
QFTBQF5l0Ro,고구마,300,g,300,
QFTBQF5l0Ro,달걀,1,piece,1,
QFTBQF5l0Ro,양파 약,1,,,
QFTBQF5l0Ro,베이컨 장,4,,,
QFTBQF5l0Ro,피망,1,,,
QFTBQF5l0Ro,통조림 옥수수,4,tbsp,60,
QFTBQF5l0Ro,피자치즈,1,cup,200,
QFTBQF5l0Ro,식용유,3,tbsp,45,
QFTBQF5l0Ro,설탕,1,tbsp,15,
QFTBQF5l0Ro,맛소금,,,,적당량
JKZqaFpJHn0,신김치,1,cup,200,
JKZqaFpJHn0,오트밀 봉지,2,,,
JKZqaFpJHn0,물 와,2,,,
JKZqaFpJHn0,국간장,1,tbsp,15,
JKZqaFpJHn0,통조림참치,1,,,
JKZqaFpJHn0,꽃소금,,,,적당량
JKZqaFpJHn0,참기름,,,,적당량
JKZqaFpJHn0,깨소금,,,,적당량
zS_o6psOt9g,프라이팬 버전,,,,
zS_o6psOt9g,옥수수통조림 캔,1,,,
zS_o6psOt9g,양파,1,,,
zS_o6psOt9g,황설탕,1,tbsp,15,
zS_o6psOt9g,마요네즈,4,tbsp,60,
zS_o6psOt9g,모짜렐라치즈,1,cup,200,
zS_o6psOt9g,스틱버터,1,tbsp,15,
zS_o6psOt9g,파슬리가루,,,,약간
zS_o6psOt9g,에어프라이어 버전,,,,
zS_o6psOt9g,양파 약,1,,,
zS_o6psOt9g,후춧가루,,,,약간
nj-DjQFEZb0,순두부 팩,1,,,
nj-DjQFEZb0,간 돼지고기,2,,,
nj-DjQFEZb0,양파 약,1,,,
nj-DjQFEZb0,대파 약,1,,,
nj-DjQFEZb0,청양고추,2,piece,2,
nj-DjQFEZb0,쪽파,2,tbsp,30,
nj-DjQFEZb0,바지락,10,piece,10,
nj-DjQFEZb0,간마늘,1,tbsp,15,
nj-DjQFEZb0,황설탕,1,,,
nj-DjQFEZb0,고운고춧가루,1,tbsp,15,
nj-DjQFEZb0,참기름,3,tbsp,45,
nj-DjQFEZb0,꽃소금 약,1,,,
nj-DjQFEZb0,진간장,2,tbsp,30,
nj-DjQFEZb0,달걀,2,piece,2,
nj-DjQFEZb0,후춧가루,,,,약간
YXMxnHx7yZQ,달걀샌드위치,,,,
YXMxnHx7yZQ,달걀,6,piece,6,
YXMxnHx7yZQ,식빵 장,4,,,
YXMxnHx7yZQ,슬라이스치즈 장,2,,,
YXMxnHx7yZQ,베이컨 장,3,,,
YXMxnHx7yZQ,스틱버터,,,,적당량
YXMxnHx7yZQ,마요소스,,,,적당량
YXMxnHx7yZQ,쓰리라차마요소스,,,,적당량
YXMxnHx7yZQ,마요소스,,,,
YXMxnHx7yZQ,마요네즈,1,,,
YXMxnHx7yZQ,황설탕,1,tbsp,15,
YXMxnHx7yZQ,쓰리라차마요소스,,,,
YXMxnHx7yZQ,고운고춧가루,1,,,
YXMxnHx7yZQ,식초 약와,2,,,
iij0bMkadEw,다시마 육수,,,,
iij0bMkadEw,건 다시마,54,g,54,
iij0bMkadEw,다시마 칼국수,,,,
iij0bMkadEw,다시마 육수 약,6,cup,1200,
iij0bMkadEw,칼국수 면,225,g,225,
iij0bMkadEw,멸치가루,3,,,
iij0bMkadEw,국간장,1,tbsp,15,
iij0bMkadEw,꽃소금 약,1,,,
iij0bMkadEw,돼지 호박 약,1,,,
iij0bMkadEw,당근 약,1,,,
iij0bMkadEw,감자 약,1,,,
iij0bMkadEw,양파 약,1,,,
iij0bMkadEw,대파,2,,,
iij0bMkadEw,청양고추,2,piece,2,
iij0bMkadEw,불린 다시마 채,80,g,80,
iij0bMkadEw,깨소금,,,,약간
iij0bMkadEw,후춧가루,,,,약간
nFCahVPrnD0,식용유,1,tbsp,15,
nFCahVPrnD0,손질한 국멸치 마리,3,,,
nFCahVPrnD0,재래식 된장,3,tbsp,45,
nFCahVPrnD0,간 마늘,3,,,
nFCahVPrnD0,황설탕,1,,,
nFCahVPrnD0,굵은 고춧가루,1,,,
nFCahVPrnD0,쌀뜨물,3,,,
nFCahVPrnD0,대파,1,,,
nFCahVPrnD0,양파,1,,,
nFCahVPrnD0,청양고추,1,piece,1,
iWWQBoS3SL4,비빔국수,,,,
iWWQBoS3SL4,소면,200,g,200,
iWWQBoS3SL4,깨소금,6,tbsp,90,
iWWQBoS3SL4,양념장,,,,적당량
iWWQBoS3SL4,참기름,,,,적당량
iWWQBoS3SL4,양념장,,,,
iWWQBoS3SL4,고추장 약,1,,,
iWWQBoS3SL4,양조식초 약,4,tbsp,60,
iWWQBoS3SL4,황설탕,3,tbsp,45,
iWWQBoS3SL4,진간장,1,tbsp,15,
iWWQBoS3SL4,고운고춧가루,1,,,
iWWQBoS3SL4,간마늘,1,tbsp,15,
Eino3yP-Wk0,두부 모,1,,,
Eino3yP-Wk0,새우젓,1,tbsp,15,
Eino3yP-Wk0,굵은 고춧가루,2,tbsp,30,
Eino3yP-Wk0,진간장,2,tbsp,30,
Eino3yP-Wk0,황설탕,1,,,
Eino3yP-Wk0,정수 물,1,cup,200,
Eino3yP-Wk0,간 마늘,1,,,
Eino3yP-Wk0,간 생강,,,,약간
Eino3yP-Wk0,대파,1,cup,200,
Eino3yP-Wk0,청양고추,1,piece,1,
Eino3yP-Wk0,들기름,1,tbsp,15,
eeiqjyYgPew,토막 닭고기 마리,1,,,
eeiqjyYgPew,대파 대,2,,,
eeiqjyYgPew,청양고추,3,piece,3,
eeiqjyYgPew,홍고추,2,piece,2,
eeiqjyYgPew,새송이버섯,2,piece,2,
eeiqjyYgPew,표고버섯,2,piece,2,
eeiqjyYgPew,당근,1,,,
eeiqjyYgPew,양파,1,piece,1,
eeiqjyYgPew,감자,2,piece,2,
eeiqjyYgPew,간 마늘,1,tbsp,15,
eeiqjyYgPew,굵은 고춧가루,1,,,
eeiqjyYgPew,고운 고춧가루,1,tbsp,15,
eeiqjyYgPew,진간장,4,,,
eeiqjyYgPew,황설탕,3,tbsp,45,
eeiqjyYgPew,후춧가루,,,,약간
eZzBMCZYEfc,돼지고기모둠찜,,,,
eZzBMCZYEfc,돼지고기 후지 슬라이스,260,g,260,
eZzBMCZYEfc,숙주 약 과,1,,,
eZzBMCZYEfc,양파 약,1,,,
eZzBMCZYEfc,표고버섯,2,piece,2,
eZzBMCZYEfc,고구마 약,1,,,
eZzBMCZYEfc,당근 약,1,,,
eZzBMCZYEfc,청경채 송이,3,,,
eZzBMCZYEfc,쪽파,1,,,
eZzBMCZYEfc,양념장,,,,
eZzBMCZYEfc,진간장,4,tbsp,60,
eZzBMCZYEfc,환만식초 와,2,,,
eZzBMCZYEfc,황설탕,1,tbsp,15,
eZzBMCZYEfc,청양고추 약 과,1,,,
eZzBMCZYEfc,간 마늘,2,,,
eZzBMCZYEfc,굵은 고춧가루,1,,,
47OIcvpqxlo,신김치 약,2,cup,400,
47OIcvpqxlo,황설탕,1,,,
47OIcvpqxlo,물 과,1,,,
47OIcvpqxlo,부침가루,2,cup,400,
47OIcvpqxlo,청양고추,2,piece,2,
47OIcvpqxlo,대파,2,,,
47OIcvpqxlo,소시지,2,piece,2,
47OIcvpqxlo,고운고춧가루,1,tbsp,15,
47OIcvpqxlo,식용유,,,,적당량
yI67M3IS4GI,통조림 옥수수 캔,1,,,
yI67M3IS4GI,옥수수전분가루 약,7,tbsp,105,
yI67M3IS4GI,꽃소금,1,,,
yI67M3IS4GI,식용유 약,6,tbsp,90,
yI67M3IS4GI,연유,4,tbsp,60,
yI67M3IS4GI,파마산 치즈,,,,적당량
yI67M3IS4GI,고춧가루,,,,적당량
xexAbSUQzSw,불린 미역 과,1,,,
xexAbSUQzSw,건 미역,2,cup,400,
xexAbSUQzSw,양파,1,,,
xexAbSUQzSw,청양고추,2,piece,2,
xexAbSUQzSw,홍고추,1,piece,1,
xexAbSUQzSw,간 마늘,1,tbsp,15,
xexAbSUQzSw,양조식초,1,,,
xexAbSUQzSw,황설탕 와,2,,,
xexAbSUQzSw,액젓,2,tbsp,30,
xexAbSUQzSw,국간장,6,tbsp,90,
xexAbSUQzSw,얼음,20,piece,20,
bZWlQXGywRc,고추장파프리카무침,,,,
bZWlQXGywRc,노랑파프리카,120,g,120,
bZWlQXGywRc,빨강파프리카,120,g,120,
bZWlQXGywRc,대파 약,1,,,
bZWlQXGywRc,고추장 약,2,tbsp,30,
bZWlQXGywRc,통깨 약과,1,,,
bZWlQXGywRc,황설탕,2,,,
bZWlQXGywRc,굵은고춧가루,1,tbsp,15,
bZWlQXGywRc,간마늘,4,,,
bZWlQXGywRc,참기름,2,tbsp,30,
bZWlQXGywRc,된장파프리카무침,,,,
bZWlQXGywRc,된장 과,1,,,
bZWlQXGywRc,황설탕 약,2,,,
bZWlQXGywRc,굵은고춧가루,3,,,
bZWlQXGywRc,참기름 약,2,tbsp,30,
zfMHTfJ3Ih0,식용유 약,5,tbsp,75,
zfMHTfJ3Ih0,간 돼지고기 약,1,,,
zfMHTfJ3Ih0,당근 약,1,,,
zfMHTfJ3Ih0,양파 약,1,,,
zfMHTfJ3Ih0,감자 약,1,,,
zfMHTfJ3Ih0,돼지호박,1,,,
zfMHTfJ3Ih0,우유 약,3,cup,600,
zfMHTfJ3Ih0,카레가루,10,tbsp,150,
zfMHTfJ3Ih0,굵은고춧가루 약,1,,,
zfMHTfJ3Ih0,밥 약 공기,3,,,
zfMHTfJ3Ih0,쪽파,,,,약간
kzYgtXDcGQ4,닭 육수 재료,,,,
kzYgtXDcGQ4,닭 마리,1,,,
kzYgtXDcGQ4,양파,125,g,125,
kzYgtXDcGQ4,대파 대,1,,,
kzYgtXDcGQ4,닭곰탕 재료,,,,
kzYgtXDcGQ4,삶은 닭 마리,1,,,
kzYgtXDcGQ4,대파,8,tbsp,120,
kzYgtXDcGQ4,밥 공기,4,,,
kzYgtXDcGQ4,꽃소금,1,tbsp,15,
kzYgtXDcGQ4,후춧가루,,,,약간
guc9-PYM7ak,양념장 재료,,,,
guc9-PYM7ak,대파,1,,,
guc9-PYM7ak,황설탕,1,tbsp,15,
guc9-PYM7ak,굵은 고춧가루,1,,,
guc9-PYM7ak,고추장 약,1,,,
guc9-PYM7ak,분말스프,1,piece,1,
guc9-PYM7ak,참기름,1,tbsp,15,
guc9-PYM7ak,식용유,1,tbsp,15,
guc9-PYM7ak,비빔라면 재료,,,,
guc9-PYM7ak,라면사리,1,piece,1,
guc9-PYM7ak,건더기 스프,1,piece,1,
guc9-PYM7ak,사각어묵 장,1,,,
guc9-PYM7ak,새송이버섯,1,piece,1,
guc9-PYM7ak,통깨,,,,약간
PjQfWuNHZlo,수박,500,g,500,
PjQfWuNHZlo,설탕,5,tbsp,75,
PjQfWuNHZlo,얼음,,,,적당량
PjQfWuNHZlo,탄산수,1,,,
R0xWJ4c8wR4,닭칼국수,,,,
R0xWJ4c8wR4,토막 닭,1,,,
R0xWJ4c8wR4,마리,3,,,
R0xWJ4c8wR4,칼국수 면,300,g,300,
