recipe_id,title,step_no,content
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,1,떡은 흐르는 물에 세척한 후 물기를 제거하여 준비한다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,2,*쌀 떡을 기름에 구울 경우 떡이 터질 수 있어 밀가루 떡을 사용해야한다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,3,봉어묵은 길게 4등분으로 잘라 준비한다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,4,"마요네즈, 설탕, 식초, 고운고추가루를 섞어 소스를 만든다."
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,5,*어린이가 먹을 경우 고운고추가루는 생략하거나 파프리카가루로 대체 가능하다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,6,프라이팬에 식용유를 두른 후 물기를 제거한 떡을 넣고 중 불로 줄여 골고루 튀기듯이 굽는다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,7,*팬이 너무 달궈진 후 떡을 넣으면 튈 수 있으니 주의한다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,8,떡이 반 정도 노릇하게 익으면 어묵을 넣고 전체적으로 노릇하게 굽는다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,9,골고루 구워진 떡과 어묵은 체에 밭쳐 기름기를 제거한다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,10,접시에 구운 떡과 어묵을 담고 소스를 뿌린 후 연유를 뿌려 완성한다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,11,*유산지가 있다면 접시에 깔아줘도 좋다.
#NAME?,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,12,*연유의 양은 기호에 맞게 조절한다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,1,표고버섯은 1/4 크기로 자르고 새송이버섯은 2cm 두께로 잘라 준비한다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,2,당근은 반으로 갈라 1.5cm 두께로 썰어 준비한다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,3,양파는 1/6 정도로 자른다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,4,감자는 껍질을 제거하고 반으로 갈라 1/6 정도로 자른다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,5,"청양고추, 홍고추 2~3cm 통으로 잘라준다."
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,6,대파도 2~3cm 통으로 잘라준다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,7,"흐르는 물에 닭 뼈, 내장을 깨끗하게 세척한다."
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,8,"냄비에 물 600mL(닭이 잠길 정도) 토막 닭 1마리, 황설탕 1/2컵을 넣고 끓인다."
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,9,"끓으면 감자, 당근, 양파를 넣고 익힌다."
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,10,채소가 반 정도 익으면 간 마늘 1/3컵을 넣는다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,11,"간장 1컵을 넣고 끓으면 새송이버섯, 표고버섯을 넣는다."
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,12,"고춧가루 1/2컵, 고운 고춧가루 1/3컵을 넣어 30~40분 정도 끓인다."
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,13,"농도를 맞춘 후 대파, 청양고추, 홍고추, 후춧가루를 넣어 마무리한다."
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,14,* 토막 닭은 흐르는 물에 충분히 씻어준다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,15,(내장 쪽에서 특히 잡내가 날 수 있으니 주의하여 세척한다.)
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,16,* 기호에 따라 끓이는 시간을 조절한다.
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,17,(원하는 국물의 농도가 나올 때까지 졸여준다.)
#NAME?,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,18,* 냄비의 크기와 화구의 세기에 따라 물양은 가감한다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,1,묵을 흐르는 물에 세척하여 두께 1.5cm로 포 뜬 후 0.7cm 두께로 채 썰어 그릇에 가지런히 담는다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,2,신김치는 가위를 이용하여 잘게 자르고 오이는 두께 0.3cm로 가늘게 채 썬다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,3,"대파는 두께 0.2cm로 송송 썰고, 청양고추는 반 갈라 두께 0.3cm로 송송 썬다."
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,4,통깨는 절구에 넣고 빻아 준비한다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,5,* 절구가 없다면 비닐봉지에 깨를 넣고 병이나 밀대로 밀어 사용한다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,6,"도토리묵 위에 신김치, 오이, 대파, 청양고추, 간 마늘, 간깨, 참기름을 올려 준비한다."
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,7,"전자레인지용 그릇에 정수 물 1/2컵, 소고기다시다를 넣고 전자레인지에 약 30초 돌려 섞는다."
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,8,* 멸치육수를 원한다면 멸치 다시다를 사용한다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,9,* 시판 냉면 육수를 사용해도 좋다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,10,"전자레인지에 돌려둔 육수에 정수 물 1과1/2컵, 국간장, 황설탕, 식초를 넣고 섞어 묵사발 육수를 만든다."
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,11,재료를 담아 둔 그릇에 얼음을 넣은 후 묵사발 육수를 붓고 굵은고추가루를 뿌려 완성한다.
#NAME?,단돈 2천원으로 방구석 피서! 다람이 거🐹 도토리🌰 뺏어 만든 쿨내 폴폴❄ 묵사발,12,* 기호에 따라 김가루를 넣어 먹어도 좋다.
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,1,빽소시지는 두께 0.4cm로 길게 어슷썰기 한다.
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,2,"통조림 햄은 폭2.5cm, 두께 0.5cm 정도 손가락 크기로 편 썰어 준비한다."
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,3,"* 햄, 소시지는 두께가 얇아야 고기맛과 지방 맛이 많이 우러나와 맛이 좋다."
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,4,"양파는 두께 0.3cm로 채 썰고, 대파는 길게 반 갈라 길이 4cm로 썰어 준비한다."
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,5,"전골 냄비에 대파를 깔아준 후 양파, 빽소시지, 통조림 햄, 베이크드빈스, 신김치, 양념장재료, 체다슬라이스치즈, 정수물을 넣고 강 불에 올린다."
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,6,* 베이크드빈스가 없다면 케첩1/2큰술을 사용한다.
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,7,* 진간장을 사용 할 경우 간장의 양을 줄이고 소금으로 간한다.
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,8,* 김치가 없다면 생략 가능하다.
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,9,국물이 끓기 시작하면 양념과 채소를 잘 풀어주며 중 불에서 2분정도 더 끓인 후 먹는다.
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,10,* 라면을 넣을 경우 정수물 1컵을 추가한 후 면을 넣고 익혀 먹는다.
#NAME?,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,11,* 불 세기에 따라 물 양 확인 후 총 2컵까지 추가 가능하다.
#NAME?,투움바파스타 맛 ○○라면,1,냄비에 물을 넣고 강 불에 끓인다.
#NAME?,투움바파스타 맛 ○○라면,2,"대파, 청양고추는 두께 0.3cm 정도로 송송 썬다."
#NAME?,투움바파스타 맛 ○○라면,3,"끓는 물에 건더기 스프, 라면 면을 넣어 삶는다."
#NAME?,투움바파스타 맛 ○○라면,4,면을 집게로 끊어지지 않게 풀어가면서 익힌다.
#NAME?,투움바파스타 맛 ○○라면,5,면이 완전히 풀어지면 바로 불을 끄고 체에 밭쳐 물기를 뺀다.
#NAME?,투움바파스타 맛 ○○라면,6,"물기를 뺀 면을 다시 냄비에 넣고 우유, 분말 스프를 넣고 섞은 후 중 불에 끓인다."
#NAME?,투움바파스타 맛 ○○라면,7,"끓어오르면 굵은 고춧가루를 넣고 고명용 대파를 남기고 대파, 청양고추를 넣어 원하는 익힘 정도로 끓인다."
#NAME?,투움바파스타 맛 ○○라면,8,면이 익으면 그릇에 담고 고명용 대파를 올려 완성한다.
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,1,고구마는 가늘게 채 썰어 찬물에 담가 전분기를 제거한다.
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,2,대파는 잘게 썰어 준비한다.
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,3,"고구마의 물기를 제거하고 대파, 간 마늘을 넣어 섞어준다."
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,4,"설탕, 고춧가루를 넣고 버무려 색을 맞춘다."
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,5,"멸치액젓, 간 마늘, 꽃소금을 넣어 간을 맞춰준다."
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,6,"식초, 참기름을 넣어 섞어준 후 깨소금을 뿌려준다."
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,7,완성 그릇에 밥을 담고 고구마 생채를 올린다.
#NAME?,[ENG] 아삭아삭 고구마로 비빔밥을! 이거 말이 돼요.,8,고추장에 물을 섞어 물고추장을 만들어 비빔밥에 곁들인다.
#NAME?,부드러움 끝판왕 프렌치토스트,1,*기본 버전 기본형
#NAME?,부드러움 끝판왕 프렌치토스트,2,볼에 달걀을 깨트려 넣는다.
#NAME?,부드러움 끝판왕 프렌치토스트,3,꽃소금을 넣고 젓가락을 사용해 달걀을 풀어 준비한다.
#NAME?,부드러움 끝판왕 프렌치토스트,4,프라이팬에 식용유를 넣고 중불에 달군다.
#NAME?,부드러움 끝판왕 프렌치토스트,5,식빵을 젓가락을 사용해 골고루 뒤집어 주면서 계란물을 묻힌다.
#NAME?,부드러움 끝판왕 프렌치토스트,6,달걀물 입힌 식빵을 프라이팬에 올려 노릇하게 굽는다.
#NAME?,부드러움 끝판왕 프렌치토스트,7,양 쪽면의 색이 골고루 날 수 있도록 뒤집개와 주걱을 사용하여 뒤집어주면서 익힌다.
#NAME?,부드러움 끝판왕 프렌치토스트,8,"접시에 완성된 기본형 토스트를 담고 버터, 사과잼을 올린 후 계핏가루, 연유를 뿌려 완성한다."
#NAME?,부드러움 끝판왕 프렌치토스트,9,샌드위치형
#NAME?,부드러움 끝판왕 프렌치토스트,10,식빵의 한 면에 사과잼을 넉넉하게 골고루 펴 바른다.
#NAME?,부드러움 끝판왕 프렌치토스트,11,골고루 펴 바른 사과잼 위에 식빵을 덮어 준비한다.
#NAME?,부드러움 끝판왕 프렌치토스트,12,잼을 발라둔 식빵을 달걀 물에 넣고 뒤집으면서 달걀물을 골고루 묻힌다.
#NAME?,부드러움 끝판왕 프렌치토스트,13,프라이팬에 토스트를 올리고 그 위에 남은 달걀 물을 붓는다.
#NAME?,부드러움 끝판왕 프렌치토스트,14,식빵이 타지 않도록 약불로 줄인 후 뒤집어준다.
#NAME?,부드러움 끝판왕 프렌치토스트,15,토스트의 숨이 죽도록 뒤집개로 눌러주면서 굽는다.
#NAME?,부드러움 끝판왕 프렌치토스트,16,Tip: 샌드위치형 식빵을 익힐 때에는 한 장짜리보다 두께가 두껍기 때문에 안쪽까지 골고루 익도록 불을 약불로 줄여서 굽는다.
#NAME?,부드러움 끝판왕 프렌치토스트,17,식빵의 안쪽이 익으면서 숨이 죽으면 불을 살짝 올리고 앞뒤로 골고루 색이 나도록 굽는다.
#NAME?,부드러움 끝판왕 프렌치토스트,18,접시에 완성된 샌드위치형 토스트를 담고 버터를 올려서 완성한다.
#NAME?,부드러움 끝판왕 프렌치토스트,19,*우유 버전
#NAME?,부드러움 끝판왕 프렌치토스트,20,"볼에 우유, 설탕, 달걀, 꽃소금을 넣고 숟가락을 사용해 골고루 섞는다."
#NAME?,부드러움 끝판왕 프렌치토스트,21,"식빵을 넣고 달걀물이 충분히 적셔지도록 숟가락, 젓가락을 사용해 뒤적인다."
#NAME?,부드러움 끝판왕 프렌치토스트,22,프라이팬을 중불에 달구고 식용유를 넣는다.
#NAME?,부드러움 끝판왕 프렌치토스트,23,달궈진 팬에 식빵을 올리고 약불로 줄인 후 앞 뒷면의 색이 골고루 나도록 뒤집으면서 익힌다.
#NAME?,부드러움 끝판왕 프렌치토스트,24,"접시에 구워진 프렌치 토스트를 올리고 버터, 사과잼을 올려 완성한다."
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,1,통조림햄은 두께 0.5cm로 편썰어 준비한다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,2,* 햄 두께와 양은 기호에 맞게 조절한다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,3,달걀은 깊은 그릇에 깨트려 담아 준비한다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,4,프라이팬에 식용유를 두르고 강불에 올려 예열한다
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,5,햄을 넣고 양면을 튀기듯이 굽는다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,6,넓적한 그릇에 밥을 담은 후 구워진 햄을 올린다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,7,프라이팬에 다시 기름을 둘러 예열한 후 준비해 둔 달걀을 넣고 반숙으로 튀기듯이 익힌다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,8,익은 달걀을 햄 위에 올린 후 노두유를 뿌려 완성한다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,9,* 간이 싱거울 경우 맛소금을 뿌려 먹는다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,10,[응용 버전]
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,11,통조림 햄은 사방 1cm로 깍뚝썰기한다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,12,"대파는 두께 0.3cm로 송송 썰고, 양파는 굵게 다져 준비한다."
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,13,달걀을 깊은 그릇에 깨트려 넣은 후 맛소금을 넣고 가볍게 섞어 준비한다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,14,프라이팬에 식용유를 두르고 강 불에 올려 예열한다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,16,전체적으로 겉면이 노릇노릇해지면 준비해 둔 달걀을 넣고 가볍게 저어주며 익힌다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,17,달걀이 전체적으로 익으면 그릇에 밥을 담은 후 그 위에 올린다.
01snsHZK6Ns,홍콩의 맛 그대로 챙겨왔습니다! 초간단 햄 계란밥!,18,노두유를 뿌려 완성한다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),1,*돈가스 (일반 버전)
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),2,"등심에 꽃소금, 후춧가루를 앞뒤로 살짝 뿌려 밑간을 해준다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),3,"등심을 비닐팩에 넣고 밀대로 두드려주며 넓게 펼쳐준 후, 칼집을 넣어 힘줄을 끊어준다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),4,*가장자리 힘줄을 끊어주면 뒤틀림과 수축을 방지할 수 있다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),5,밀가루 달걀물
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),6,빵가루를 각각 다른 그릇에 담아 준비한다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),7,*빵가루가 너무 말라있을 경우 스프레이를 이용하여 물을 뿌려 촉촉하게 만들어 준다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),8,"넓게 펴준 등심에 밀가루를 골고루 묻힌 후, 달걀물을 묻혀주고, 빵가루로 덮은 후 꾹꾹 눌러 준비한다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),9,*돈가스 (물반죽 버전)
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),10,"넓은 볼에 달걀, 튀김가루, 물을 넣어 물반죽을 만들어 준비한다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),11,"넓게 펴준 등심에 물반죽을 묻힌 후, 빵가루로 덮은 후 꾹꾹 눌러 준비한다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),12,*돈가스 튀기는 방법
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),13,깊은 팬에 식용유를 붓고 센 불에서 160~170도까지 예열을 시켜 준비한다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),14,튀김옷을 입힌 돈가스를 넣고 앞뒤로 노릇한 색이 나도록 약 3분 20~30초간 튀겨준다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),15,*튀기는 중에 빵가루를 중간중간 걷어내 주어야 기름을 오래 사용할 수 있다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),16,돈가스를 체에 세워 밭쳐 기름을 빼준다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),17,*소스 만드는 법
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),18,"넓은 팬에 밀가루, 식용유를 넣고 약불에 브라운 루가 되도록 볶아준다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),19,"케첩, 황설탕, 진간장, 식초, 물을 넣고 루를 잘 풀어주며 저어 졸여준다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),20,"*소고기 다시다, MSG를 넣으면 기사식당 or 사 먹는 맛이 난다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),21,돈가스 소스 농도가 잡히면 후춧가루를 넣고 섞은 후 완성한다.
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),22,*돈가스 세팅하기
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),23,"양배추 채 샐러드, 단무지, 방울토마토를 올려준다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),24,"*양배추 채 샐러드 위에 마요네즈, 우스터소스를 뿌려 먹으면 좋다."
037o6vxm0es,경양식 돈가스를 만드는 두 가지 방법 (+버터 없이 돈가스소스 만들기!),25,세팅 접시에 돈가스를 올리고 소스를 부어 마무리한다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,1,또다른 밥도둑 오징어 볶음 레시피 입니다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,3,오징어볶음 (2인분)
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,4,*오징어볶음 재료
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,5,*양념장 재료
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,6,오징어볶음 1인분 적당량
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,7,[오징어 볶음 만드는 법]
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,8,오징어 몸통 안쪽에 손가락을 넣어서 내장을 먼저 빼내고 그 다음 뼈를 제거한 후 흐르는 물에 깨끗이 씻는다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,9,오징어 다리 사이를 가위로 잘라서 펼쳐준 후 입을 떼어내서 이빨과 눈알을 제거하고 다리를 손으로 훑어서 빨판을 제거한다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,10,오징어는 껍질을 제거하지 않고 몸통의 동그란 모양을 살려서 약 1.5cm 두께로 썰거나 배를 갈라 이등분하여 약 1.5cm 두께로 채썬다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,11,Tip: 껍질을 제거하지 않은 오징어는 표면이 미끄럽기 때문에 칼질할 때 조심해서 썬다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,12,오딩어 다리는 윗부분을 잘라 다리를 분리해주고 긴 다리는 반 잘라 준비한다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,13,"대파는 삼등분하여 1/3대는 0.3cm 두께로 송송 썰고, 대파 2/3대는 1cm 두께로 어슷 썬다."
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,14,"양파는 1cm 두께로 굵게 채 썰고, 당근은 두께 0.4cm 정도, 길이 5cm 정도로 얇게 편 썬다."
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,15,양배추는 안쪽 잎과 바깥쪽 잎을 분리하여 2~3등분 어슷썬다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,16,"홍고추와 청양고추는 두께 0.5cm, 길이 3cm 정도로 어슷썬다."
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,17,"넓은 팬을 불에 올리고 식용유, 송송 썬 대파를 넣어 볶으면서 파기름을 만든다."
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,18,대파가 노릇해지면 오징어를 넣어 볶는다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,19,오징어가 익으면서 물이 생기면 황설탕을 넣고 볶아 풍미를 살린다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,20,"진간장, 간 마늘, 굵은 고춧가루, 고추장을 넣고 골고루 볶는다."
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,21,"양념이 뭉치기 시작하면 강불에서 당근, 양배추, 양파, 정수 물을 넣고 골고루 섞으면서 볶는다."
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,22,"양념과 야채가 골고루 볶아지면 대파, 홍고추, 청양고추, 참기름을 넣어 한 번 섞는다."
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,23,오징어볶음을 접시에 담고 통깨를 뿌려 완성한다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,24,덮밥용 그릇에 밥을 넣는다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,25,팬에 식용유를 넉넉히 넣고 달걀을 튀기듯이 익힌다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,26,오징어볶음은 가위를 사용해 먹기 좋은 크기로 자른 후 밥 위에 담는다.
0CL9U_Se8Gs,밥을 훔친 오징어볶음&덮밥,27,"오징어볶음 위에 고추장, 달걀 후라이를 올리고 참기름을 뿌려 오징어 덮밥을 완성한다."
0bnFoRQebq0,집에서 '크림 파스타'쯤이야,1,*면 삶기
0bnFoRQebq0,집에서 '크림 파스타'쯤이야,2,"냄비에 정수물, 꽃소금, 올리브유를 넣고 스파게티면 삶을 물을 끓인다."
0bnFoRQebq0,집에서 '크림 파스타'쯤이야,3,물이 끓어오르면 면을 돌려서 펼쳐 넣고 붙지않도록 저어주면서 약 6분 정도 삶아 준비한다.
0bnFoRQebq0,집에서 '크림 파스타'쯤이야,4,Tip: 크림파스타 농도 조절을 위해 면수는 버리지 않고 따로 보관해둔다.
0bnFoRQebq0,집에서 '크림 파스타'쯤이야,5,삶아진 스파게티면은 체에 밭쳐 건져낸다.
0bnFoRQebq0,집에서 '크림 파스타'쯤이야,6,*베이컨크림파스타
0bnFoRQebq0,집에서 '크림 파스타'쯤이야,7,"베이컨은 두께 1cm 정도로 자르고, 양파는 가로, 세로 0.5cm 정도로 다져 준비한다."
